平成28年,人口動態調査,,
下巻　死亡　第３表　死亡数，性・死亡月・死因（死因簡単分類）別
※本表の数値は、2004・2006・2009～2017年（平成16・18・21～29年）の都道府県からの報告漏れ（2019年３月29日公表）による再集計後の数値である。
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,女　Ｆ．,29819,2695,2554,2573,2377,2496,2076,2201,2375,2417,2549,2668,2838
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,48751,4677,4314,4299,3878,3853,3571,3530,3802,3770,4268,4262,4527
,男　Ｍ．,25613,2485,2305,2258,2031,1989,1848,1809,1997,1947,2275,2270,2399
,女　Ｆ．,23138,2192,2009,2041,1847,1864,1723,1721,1805,1823,1993,1992,2128
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2657,294,263,233,224,199,174,169,186,174,235,227,279
,男　Ｍ．,1527,186,157,126,121,115,97,92,98,94,148,126,167
,女　Ｆ．,1130,108,106,107,103,84,77,77,88,80,87,101,112
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6972,639,567,634,507,517,515,530,590,529,619,617,708
,男　Ｍ．,3279,305,267,310,238,241,234,246,263,243,306,284,342
,女　Ｆ．,3693,334,300,324,269,276,281,284,327,286,313,333,366
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,15780,1565,1448,1364,1277,1286,1159,1159,1182,1236,1333,1341,1430
,男　Ｍ．,10116,1004,963,856,821,813,739,723,754,766,863,882,932
,女　Ｆ．,5664,561,485,508,456,473,420,436,428,470,470,459,498
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,7707,792,723,692,666,642,538,566,566,594,631,633,664
,男　Ｍ．,4156,424,411,355,363,361,297,289,294,309,350,344,359
,女　Ｆ．,3551,368,312,337,303,281,241,277,272,285,281,289,305
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8073,773,725,672,611,644,621,593,616,642,702,708,766
,男　Ｍ．,5960,580,552,501,458,452,442,434,460,457,513,538,573
,女　Ｆ．,2113,193,173,171,153,192,179,159,156,185,189,170,193
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,23342,2179,2036,2068,1870,1851,1723,1672,1844,1831,2081,2077,2110
,男　Ｍ．,10691,990,918,966,851,820,778,748,882,844,958,978,958
,女　Ｆ．,12651,1189,1118,1102,1019,1031,945,924,962,987,1123,1099,1152
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,1653,151,145,135,122,156,125,134,117,124,136,144,164
,男　Ｍ．,618,59,50,54,48,65,45,58,49,48,46,49,47
,女　Ｆ．,1035,92,95,81,74,91,80,76,68,76,90,95,117
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,6448,562,565,578,479,544,513,539,502,512,500,561,593
,男　Ｍ．,2552,226,246,240,172,216,206,203,191,206,195,222,229
,女　Ｆ．,3896,336,319,338,307,328,307,336,311,306,305,339,364
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,38608,3761,3378,3428,3105,3107,2778,2832,2971,2906,3305,3421,3616
,男　Ｍ．,17441,1739,1528,1542,1401,1386,1273,1253,1325,1301,1464,1552,1677
,女　Ｆ．,21167,2022,1850,1886,1704,1721,1505,1579,1646,1605,1841,1869,1939
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,5031,463,431,466,396,417,360,351,435,398,440,444,430
,男　Ｍ．,1953,195,173,180,154,149,143,126,168,165,155,170,175
,女　Ｆ．,3078,268,258,286,242,268,217,225,267,233,285,274,255
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,24620,2535,2179,2215,1994,1958,1778,1774,1820,1832,2039,2165,2331
,男　Ｍ．,12233,1275,1086,1091,977,979,896,870,904,882,987,1109,1177
,女　Ｆ．,12387,1260,1093,1124,1017,979,882,904,916,950,1052,1056,1154
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3401,370,310,284,276,261,222,232,233,260,286,347,320
,男　Ｍ．,1566,174,155,122,126,140,104,106,105,121,118,160,135
,女　Ｆ．,1835,196,155,162,150,121,118,126,128,139,168,187,185
14202　　　慢性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,15992,1602,1390,1484,1296,1306,1161,1166,1213,1192,1321,1366,1495
,男　Ｍ．,8187,852,707,750,653,664,600,589,632,580,664,698,798
,女　Ｆ．,7805,750,683,734,643,642,561,577,581,612,657,668,697
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5227,563,479,447,422,391,395,376,374,380,432,452,516
,男　Ｍ．,2480,249,224,219,198,175,192,175,167,181,205,251,244
,女　Ｆ．,2747,314,255,228,224,216,203,201,207,199,227,201,272
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,8957,763,768,747,715,732,640,707,716,676,826,812,855
,男　Ｍ．,3255,269,269,271,270,258,234,257,253,254,322,273,325
,女　Ｆ．,5702,494,499,476,445,474,406,450,463,422,504,539,530
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,36,4,3,3,3,1,4,2,4,4,3,3,2
,男　Ｍ．,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. 
,女　Ｆ．,36,4,3,3,3,1,4,2,4,4,3,3,2
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,526,60,39,48,57,50,34,37,42,43,44,36,36
,男　Ｍ．,258,30,17,22,29,28,19,20,18,23,21,14,17
,女　Ｆ．,268,30,22,26,28,22,15,17,24,20,23,22,19
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,43,3,5,6,3,2,3,1,5,2,8,1,4
,男　Ｍ．,21,1,1,2,1,1,2,1,3,1,6,-,2
,女　Ｆ．,22,2,4,4,2,1,1,-,2,1,2,1,2
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3,-,-,-,1,1,1,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,3,-,-,-,1,1,1,-,-,-,-,-,-
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,288,33,22,27,33,30,16,21,21,26,21,19,19
,男　Ｍ．,150,20,12,16,17,17,10,11,9,11,8,9,10
,女　Ｆ．,138,13,10,11,16,13,6,10,12,15,13,10,9
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,43,5,2,5,4,5,2,4,1,4,3,4,4
,男　Ｍ．,28,3,2,2,4,3,2,3,1,3,1,1,3
,女　Ｆ．,15,2,-,3,-,2,-,1,-,1,2,3,1
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,68,2,6,9,8,6,6,3,5,7,5,7,4
,男　Ｍ．,28,1,1,2,5,3,3,1,2,4,3,3,-
,女　Ｆ．,40,1,5,7,3,3,3,2,3,3,2,4,4
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,81,17,4,1,8,6,6,8,10,4,7,5,5
,男　Ｍ．,31,5,1,-,2,4,2,4,3,4,3,1,2
,女　Ｆ．,50,12,3,1,6,2,4,4,7,-,4,4,3
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,2022,168,198,191,163,154,170,179,145,154,148,174,178
,男　Ｍ．,951,76,99,88,74,86,92,81,68,71,56,78,82
,女　Ｆ．,1071,92,99,103,89,68,78,98,77,83,92,96,96
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,85,5,10,4,8,4,2,8,7,9,9,7,12
,男　Ｍ．,34,2,4,3,4,3,1,5,3,1,-,3,5
,女　Ｆ．,51,3,6,1,4,1,1,3,4,8,9,4,7
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,912,77,91,82,81,65,83,78,70,65,70,72,78
,男　Ｍ．,405,34,50,33,35,36,44,29,27,29,26,26,36
,女　Ｆ．,507,43,41,49,46,29,39,49,43,36,44,46,42
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,591,49,53,48,57,42,58,55,44,43,47,44,51
,男　Ｍ．,266,25,30,24,27,24,31,21,15,19,13,14,23
,女　Ｆ．,325,24,23,24,30,18,27,34,29,24,34,30,28
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,321,28,38,34,24,23,25,23,26,22,23,28,27
,男　Ｍ．,139,9,20,9,8,12,13,8,12,10,13,12,13
,女　Ｆ．,182,19,18,25,16,11,12,15,14,12,10,16,14
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,101,9,18,12,5,9,7,6,3,7,10,11,4
,男　Ｍ．,52,5,9,6,3,4,5,2,2,3,4,7,2
,女　Ｆ．,49,4,9,6,2,5,2,4,1,4,6,4,2
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,586,54,44,55,46,54,55,56,41,43,33,49,56
,男　Ｍ．,320,28,25,33,21,35,29,31,23,23,15,27,30
,女　Ｆ．,266,26,19,22,25,19,26,25,18,20,18,22,26
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,338,23,35,38,23,22,23,31,24,30,26,35,28
,男　Ｍ．,140,7,11,13,11,8,13,14,13,15,11,15,9
,女　Ｆ．,198,16,24,25,12,14,10,17,11,15,15,20,19
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,112485,10593,9592,9687,8734,8660,7870,8496,9144,8808,9810,10024,11067
,男　Ｍ．,35046,3372,2991,2948,2711,2664,2431,2719,3017,2782,3027,2995,3389
,女　Ｆ．,77439,7221,6601,6739,6023,5996,5439,5777,6127,6026,6783,7029,7678
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,92836,8561,7742,8007,7190,7193,6496,6891,7308,7330,8308,8515,9295
,男　Ｍ．,23088,2156,1902,1966,1773,1782,1598,1711,1818,1812,2122,2094,2354
,女　Ｆ．,69748,6405,5840,6041,5417,5411,4898,5180,5490,5518,6186,6421,6941
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,109,8,15,7,15,13,7,9,8,13,2,5,7
,男　Ｍ．,54,2,7,4,7,8,6,4,5,4,2,2,3
,女　Ｆ．,55,6,8,3,8,5,1,5,3,9,-,3,4
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,19540,2024,1835,1673,1529,1454,1367,1596,1828,1465,1500,1504,1765
,男　Ｍ．,11904,1214,1082,978,931,874,827,1004,1194,966,903,899,1032
,女　Ｆ．,7636,810,753,695,598,580,540,592,634,499,597,605,733
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,65862,6823,5874,6262,5453,5248,4595,4910,5071,4569,5203,5532,6322
,男　Ｍ．,40466,4170,3459,3797,3314,3301,2904,3007,3174,2875,3288,3342,3835
,女　Ｆ．,25396,2653,2415,2465,2139,1947,1691,1903,1897,1694,1915,2190,2487
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,38314,4426,3643,3639,3125,2762,2324,2586,2924,2411,2867,3379,4228
,男　Ｍ．,22073,2566,1993,2018,1759,1604,1388,1468,1723,1448,1723,1940,2443
,女　Ｆ．,16241,1860,1650,1621,1366,1158,936,1118,1201,963,1144,1439,1785
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5280,458,385,430,444,439,346,405,441,433,502,455,542
,男　Ｍ．,3667,311,251,294,324,319,250,284,312,310,346,288,378
,女　Ｆ．,1613,147,134,136,120,120,96,121,129,123,156,167,164
20102　　　転倒・転落　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8030,727,642,713,679,618,570,624,675,631,657,683,811
,男　Ｍ．,4488,412,357,382,360,352,325,328,370,355,381,393,473
,女　Ｆ．,3542,315,285,331,319,266,245,296,305,276,276,290,338
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7706,1176,956,907,663,477,374,338,330,257,448,740,1040
,男　Ｍ．,4003,590,435,423,340,244,216,211,214,157,261,394,518
,女　Ｆ．,3703,586,521,484,323,233,158,127,116,100,187,346,522
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9488,1195,904,887,728,722,595,609,713,601,749,816,969
,男　Ｍ．,4809,672,461,448,344,337,303,275,361,309,384,413,502
,女　Ｆ．,4679,523,443,439,384,385,292,334,352,292,365,403,467
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,892,116,112,121,90,55,34,34,35,35,49,92,119
,男　Ｍ．,543,77,69,74,51,34,23,18,19,23,28,56,71
,女　Ｆ．,349,39,43,47,39,21,11,16,16,12,21,36,48
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,565,63,60,51,56,50,35,43,33,27,34,57,56
,男　Ｍ．,358,41,37,33,33,35,18,28,15,16,25,38,39
,女　Ｆ．,207,22,23,18,23,15,17,15,18,11,9,19,17
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6353,691,584,530,465,401,370,533,697,427,428,536,691
,男　Ｍ．,4205,463,383,364,307,283,253,324,432,278,298,358,462
,女　Ｆ．,2148,228,201,166,158,118,117,209,265,149,130,178,229
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,21021,1811,1680,2030,1787,1966,1772,1769,1645,1658,1792,1599,1512
,男　Ｍ．,14642,1274,1164,1426,1233,1384,1230,1223,1153,1149,1242,1105,1059
,女　Ｆ．,6379,537,516,604,554,582,542,546,492,509,550,494,453
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,290,22,26,21,20,24,23,37,28,17,22,25,25
,男　Ｍ．,148,11,9,11,5,16,11,22,15,7,15,10,16
,女　Ｆ．,142,11,17,10,15,8,12,15,13,10,7,15,9
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6237,564,525,572,521,496,476,518,474,483,522,529,557
,男　Ｍ．,3603,319,293,342,317,297,275,294,283,271,308,287,317
,女　Ｆ．,2634,245,232,230,204,199,201,224,191,212,214,242,240
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
