平成29年,人口動態統計,,
下巻　死亡　第３表　死亡数，性・死亡月・死因（死因簡単分類）別
注：死因簡単分類は、「ICD-10（2013年版）」（平成29年適用）によるものである。分類表「死因簡単分類の新旧比較（平成29年、28年）」を参照されたい。
※本表の数値は、2004・2006・2009～2017年（平成16・18・21～29年）の都道府県からの報告漏れ（2019年３月29日公表）による再集計後の数値である。
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
10601　　　誤嚥性肺炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,35791,3364,2814,2956,2877,2831,2598,2827,2821,2854,3227,3269,3353
,男　Ｍ．,20092,1862,1605,1670,1630,1597,1397,1607,1562,1595,1791,1888,1888
,女　Ｆ．,15699,1502,1209,1286,1247,1234,1201,1220,1259,1259,1436,1381,1465
10602　　　間質性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,18550,1804,1603,1746,1583,1487,1371,1315,1345,1323,1573,1614,1786
,男　Ｍ．,12025,1216,1064,1126,1023,951,905,858,878,802,999,1048,1155
,女　Ｆ．,6525,588,539,620,560,536,466,457,467,521,574,566,631
10603　　　その他の呼吸器系の疾患（10601及び10602を除く）　　　　　　　　　　　,総数,15119,1543,1302,1342,1219,1162,1101,1125,1151,1191,1245,1315,1423
,男　Ｍ．,8371,833,724,750,679,636,630,598,616,673,729,713,790
,女　Ｆ．,6748,710,578,592,540,526,471,527,535,518,516,602,633
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,51274,5007,4394,4693,4125,4231,3732,3905,3956,3856,4192,4413,4770
,男　Ｍ．,26865,2706,2261,2482,2147,2207,1969,2000,2012,1961,2206,2365,2549
,女　Ｆ．,24409,2301,2133,2211,1978,2024,1763,1905,1944,1895,1986,2048,2221
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2513,264,220,253,227,211,158,192,166,161,188,212,261
,男　Ｍ．,1403,157,106,142,123,121,85,100,96,79,103,135,156
,女　Ｆ．,1110,107,114,111,104,90,73,92,70,82,85,77,105
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7088,693,602,623,545,552,539,522,569,575,586,637,645
,男　Ｍ．,3233,339,249,297,246,242,240,238,253,272,265,290,302
,女　Ｆ．,3855,354,353,326,299,310,299,284,316,303,321,347,343
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,17019,1747,1510,1562,1354,1416,1271,1318,1304,1221,1332,1420,1564
,男　Ｍ．,10980,1146,965,996,879,908,813,837,817,772,878,919,1050
,女　Ｆ．,6039,601,545,566,475,508,458,481,487,449,454,501,514
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,8284,873,749,767,634,704,636,610,638,561,662,710,740
,男　Ｍ．,4474,494,405,413,344,364,337,325,330,286,374,384,418
,女　Ｆ．,3810,379,344,354,290,340,299,285,308,275,288,326,322
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8735,874,761,795,720,712,635,708,666,660,670,710,824
,男　Ｍ．,6506,652,560,583,535,544,476,512,487,486,504,535,632
,女　Ｆ．,2229,222,201,212,185,168,159,196,179,174,166,175,192
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,24654,2303,2062,2255,1999,2052,1764,1873,1917,1899,2086,2144,2300
,男　Ｍ．,11249,1064,941,1047,899,936,831,825,846,838,960,1021,1041
,女　Ｆ．,13405,1239,1121,1208,1100,1116,933,1048,1071,1061,1126,1123,1259
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2440,217,234,215,209,194,198,198,185,162,214,213,201
,男　Ｍ．,916,79,102,90,69,76,73,64,66,63,85,78,71
,女　Ｆ．,1524,138,132,125,140,118,125,134,119,99,129,135,130
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,8338,800,685,738,696,621,624,609,665,667,688,757,788
,男　Ｍ．,3285,326,276,299,290,233,250,236,255,240,269,314,297
,女　Ｆ．,5053,474,409,439,406,388,374,373,410,427,419,443,491
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,37999,3785,3287,3526,3204,2992,2697,2810,2954,2775,3062,3284,3623
,男　Ｍ．,17339,1736,1534,1586,1485,1333,1208,1291,1307,1274,1393,1547,1645
,女　Ｆ．,20660,2049,1753,1940,1719,1659,1489,1519,1647,1501,1669,1737,1978
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,4613,479,352,391,384,377,328,373,361,348,378,391,451
,男　Ｍ．,1744,162,130,129,160,135,116,132,137,147,157,155,184
,女　Ｆ．,2869,317,222,262,224,242,212,241,224,201,221,236,267
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,25135,2493,2287,2367,2127,1931,1767,1816,1944,1802,2027,2204,2370
,男　Ｍ．,12569,1276,1149,1195,1069,962,873,926,940,890,995,1117,1177
,女　Ｆ．,12566,1217,1138,1172,1058,969,894,890,1004,912,1032,1087,1193
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2621,303,249,242,252,204,158,177,193,157,186,244,256
,男　Ｍ．,1176,145,115,117,119,75,73,74,78,73,82,115,110
,女　Ｆ．,1445,158,134,125,133,129,85,103,115,84,104,129,146
14202　　　慢性腎臓病　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,18010,1724,1604,1706,1503,1362,1273,1316,1416,1325,1497,1606,1678
,男　Ｍ．,9223,913,825,875,751,704,651,693,708,665,748,819,871
,女　Ｆ．,8787,811,779,831,752,658,622,623,708,660,749,787,807
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4504,466,434,419,372,365,336,323,335,320,344,354,436
,男　Ｍ．,2170,218,209,203,199,183,149,159,154,152,165,183,196
,女　Ｆ．,2334,248,225,216,173,182,187,164,181,168,179,171,240
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,8251,813,648,768,693,684,602,621,649,625,657,689,802
,男　Ｍ．,3026,298,255,262,256,236,219,233,230,237,241,275,284
,女　Ｆ．,5225,515,393,506,437,448,383,388,419,388,416,414,518
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,36,3,2,4,2,3,2,1,5,2,4,4,4
,男　Ｍ．,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. 
,女　Ｆ．,36,3,2,4,2,3,2,1,5,2,4,4,4
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,487,47,40,41,36,31,43,40,37,32,42,39,59
,男　Ｍ．,272,22,23,23,25,15,21,28,23,18,26,21,27
,女　Ｆ．,215,25,17,18,11,16,22,12,14,14,16,18,32
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,59,5,3,3,1,5,11,5,5,5,7,5,4
,男　Ｍ．,29,1,2,2,1,2,4,4,4,4,2,2,1
,女　Ｆ．,30,4,1,1,-,3,7,1,1,1,5,3,3
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5,-,-,-,-,-,1,-,-,1,2,1,-
,男　Ｍ．,5,-,-,-,-,-,1,-,-,1,2,1,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,244,24,21,20,24,13,18,18,17,17,19,21,32
,男　Ｍ．,137,14,14,10,15,6,9,11,10,10,13,12,13
,女　Ｆ．,107,10,7,10,9,7,9,7,7,7,6,9,19
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,47,5,8,3,1,4,2,2,6,3,3,5,5
,男　Ｍ．,28,2,5,3,1,2,1,1,5,1,2,3,2
,女　Ｆ．,19,3,3,-,-,2,1,1,1,2,1,2,3
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,64,5,4,5,7,8,4,3,5,3,4,6,10
,男　Ｍ．,31,2,-,3,6,5,2,2,1,1,2,2,5
,女　Ｆ．,33,3,4,2,1,3,2,1,4,2,2,4,5
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,68,8,4,10,3,1,7,12,4,3,7,1,8
,男　Ｍ．,42,3,2,5,2,-,4,10,3,1,5,1,6
,女　Ｆ．,26,5,2,5,1,1,3,2,1,2,2,-,2
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,2128,223,173,197,210,174,149,143,169,163,166,185,176
,男　Ｍ．,1006,99,75,99,99,86,78,57,90,78,71,82,92
,女　Ｆ．,1122,124,98,98,111,88,71,86,79,85,95,103,84
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,98,6,9,9,10,11,6,7,7,12,4,7,10
,男　Ｍ．,57,3,4,4,6,8,3,3,6,6,3,4,7
,女　Ｆ．,41,3,5,5,4,3,3,4,1,6,1,3,3
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,881,80,82,83,94,67,64,59,66,67,65,65,89
,男　Ｍ．,395,33,36,46,40,29,29,20,35,30,26,24,47
,女　Ｆ．,486,47,46,37,54,38,35,39,31,37,39,41,42
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,592,58,57,62,58,49,46,35,41,43,41,45,57
,男　Ｍ．,283,25,25,35,28,19,21,14,24,21,21,19,31
,女　Ｆ．,309,33,32,27,30,30,25,21,17,22,20,26,26
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,289,22,25,21,36,18,18,24,25,24,24,20,32
,男　Ｍ．,112,8,11,11,12,10,8,6,11,9,5,5,16
,女　Ｆ．,177,14,14,10,24,8,10,18,14,15,19,15,16
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,105,14,6,9,5,12,9,3,11,5,9,15,7
,男　Ｍ．,54,9,-,3,3,5,6,-,8,3,4,8,5
,女　Ｆ．,51,5,6,6,2,7,3,3,3,2,5,7,2
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,572,76,38,53,54,46,39,42,43,38,48,59,36
,男　Ｍ．,297,32,21,26,25,24,24,19,19,23,27,33,24
,女　Ｆ．,275,44,17,27,29,22,15,23,24,15,21,26,12
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,472,47,38,43,47,38,31,32,42,41,40,39,34
,男　Ｍ．,203,22,14,20,25,20,16,15,22,16,11,13,9
,女　Ｆ．,269,25,24,23,22,18,15,17,20,25,29,26,25
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,124181,12066,10596,11055,9734,9469,8888,9488,9702,9366,10633,11099,12085
,男　Ｍ．,39661,3863,3452,3483,3117,3028,2835,3212,3259,2905,3321,3457,3729
,女　Ｆ．,84520,8203,7144,7572,6617,6441,6053,6276,6443,6461,7312,7642,8356
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,101411,9579,8549,9027,7992,7758,7281,7507,7808,7791,8909,9208,10002
,男　Ｍ．,25810,2379,2212,2260,2045,1989,1844,1937,2027,1927,2293,2367,2530
,女　Ｆ．,75601,7200,6337,6767,5947,5769,5437,5570,5781,5864,6616,6841,7472
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,77,9,7,11,5,10,4,7,3,6,3,4,8
,男　Ｍ．,52,6,4,8,3,8,4,5,1,4,2,2,5
,女　Ｆ．,25,3,3,3,2,2,-,2,2,2,1,2,3
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,22693,2478,2040,2017,1737,1701,1603,1974,1891,1569,1721,1887,2075
,男　Ｍ．,13799,1478,1236,1215,1069,1031,987,1270,1231,974,1026,1088,1194
,女　Ｆ．,8894,1000,804,802,668,670,616,704,660,595,695,799,881
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,68586,7327,6276,6422,5581,5428,4759,5206,5114,4830,5250,5826,6567
,男　Ｍ．,42010,4432,3776,3858,3424,3399,2962,3250,3221,3024,3205,3525,3934
,女　Ｆ．,26576,2895,2500,2564,2157,2029,1797,1956,1893,1806,2045,2301,2633
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,40332,4844,4023,3864,3080,2868,2409,2830,2745,2495,3047,3667,4460
,男　Ｍ．,23093,2745,2287,2154,1775,1698,1379,1683,1608,1420,1739,2090,2515
,女　Ｆ．,17239,2099,1736,1710,1305,1170,1030,1147,1137,1075,1308,1577,1945
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5004,406,378,405,364,390,386,397,433,410,448,495,492
,男　Ｍ．,3392,265,261,283,268,279,272,284,305,265,281,316,313
,女　Ｆ．,1612,141,117,122,96,111,114,113,128,145,167,179,179
20102　　　転倒・転落・墜落　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9673,976,856,882,749,782,675,720,706,772,800,858,897
,男　Ｍ．,5303,530,491,461,419,432,363,403,377,416,440,464,507
,女　Ｆ．,4370,446,365,421,330,350,312,317,329,356,360,394,390
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8164,1261,1011,956,709,489,332,287,306,287,533,782,1211
,男　Ｍ．,4254,637,498,483,355,268,177,182,215,169,280,405,585
,女　Ｆ．,3910,624,513,473,354,221,155,105,91,118,253,377,626
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9194,1182,906,869,669,647,584,640,632,560,708,815,982
,男　Ｍ．,4681,669,464,434,328,330,280,301,300,265,354,426,530
,女　Ｆ．,4513,513,442,435,341,317,304,339,332,295,354,389,452
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,963,141,136,104,82,66,55,45,44,37,46,88,119
,男　Ｍ．,591,83,83,59,54,50,32,29,22,20,36,51,72
,女　Ｆ．,372,58,53,45,28,16,23,16,22,17,10,37,47
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,598,63,71,62,51,51,35,41,41,40,48,46,49
,男　Ｍ．,375,35,47,42,32,33,21,24,18,28,32,29,34
,女　Ｆ．,223,28,24,20,19,18,14,17,23,12,16,17,15
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6736,815,665,586,456,443,342,700,583,389,464,583,710
,男　Ｍ．,4497,526,443,392,319,306,234,460,371,257,316,399,474
,女　Ｆ．,2239,289,222,194,137,137,108,240,212,132,148,184,236
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,20468,1750,1571,1850,1849,1927,1790,1747,1766,1763,1561,1532,1362
,男　Ｍ．,14336,1256,1102,1292,1276,1336,1240,1207,1236,1262,1088,1062,979
,女　Ｆ．,6132,494,469,558,573,591,550,540,530,501,473,470,383
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,288,29,13,31,24,25,20,37,23,22,21,20,23
,男　Ｍ．,159,16,6,16,11,10,11,19,13,15,12,13,17
,女　Ｆ．,129,13,7,15,13,15,9,18,10,7,9,7,6
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7498,704,669,677,628,608,540,592,580,550,621,607,722
,男　Ｍ．,4422,415,381,396,362,355,332,341,364,327,366,360,423
,女　Ｆ．,3076,289,288,281,266,253,208,251,216,223,255,247,299
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22200　　その他の特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
