令和５年,人口動態統計,,
下巻　死亡　第３表　死亡数，死因（死因簡単分類）・性・死亡月別
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,男　Ｍ．,35641,3369,2923,2874,2745,2784,2538,2705,2953,3110,3185,3098,3357
,女　Ｆ．,24549,2391,2033,1980,1831,1914,1783,1882,2056,2095,2102,2206,2276
10602　　　間質性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,23875,2267,2061,2123,1917,1938,1738,1767,1878,1841,2072,2021,2252
,男　Ｍ．,15516,1495,1326,1365,1226,1253,1116,1171,1263,1208,1345,1327,1421
,女　Ｆ．,8359,772,735,758,691,685,622,596,615,633,727,694,831
10603　　　その他の呼吸器系の疾患（10601及び10602を除く）　　　　　　　　　　　,総数,15835,1643,1326,1347,1233,1189,1123,1229,1320,1306,1329,1345,1445
,男　Ｍ．,9166,974,778,792,720,687,632,676,759,764,766,756,862
,女　Ｆ．,6669,669,548,555,513,502,491,553,561,542,563,589,583
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,59273,5966,5071,5192,4732,4710,4230,4485,4680,4761,4910,5089,5447
,男　Ｍ．,31864,3293,2786,2730,2540,2509,2280,2378,2478,2540,2672,2713,2945
,女　Ｆ．,27409,2673,2285,2462,2192,2201,1950,2107,2202,2221,2238,2376,2502
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2491,252,230,223,209,214,183,166,167,182,211,220,234
,男　Ｍ．,1470,150,129,130,121,120,107,99,94,113,118,138,151
,女　Ｆ．,1021,102,101,93,88,94,76,67,73,69,93,82,83
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8421,845,752,779,643,704,594,622,633,652,711,741,745
,男　Ｍ．,4131,421,378,375,310,342,270,294,313,316,359,370,383
,女　Ｆ．,4290,424,374,404,333,362,324,328,320,336,352,371,362
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,18638,1833,1546,1625,1541,1501,1395,1464,1454,1484,1548,1565,1682
,男　Ｍ．,12183,1255,1036,1041,1021,976,878,938,924,960,1029,1029,1096
,女　Ｆ．,6455,578,510,584,520,525,517,526,530,524,519,536,586
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,8479,833,676,751,702,717,634,658,655,683,685,706,779
,男　Ｍ．,4665,478,393,406,409,394,325,356,343,366,385,377,433
,女　Ｆ．,3814,355,283,345,293,323,309,302,312,317,300,329,346
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,10159,1000,870,874,839,784,761,806,799,801,863,859,903
,男　Ｍ．,7518,777,643,635,612,582,553,582,581,594,644,652,663
,女　Ｆ．,2641,223,227,239,227,202,208,224,218,207,219,207,240
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,29723,3036,2543,2565,2339,2291,2058,2233,2426,2443,2440,2563,2786
,男　Ｍ．,14080,1467,1243,1184,1088,1071,1025,1047,1147,1151,1166,1176,1315
,女　Ｆ．,15643,1569,1300,1381,1251,1220,1033,1186,1279,1292,1274,1387,1471
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3823,387,318,370,343,286,286,288,298,283,322,301,341
,男　Ｍ．,1532,173,127,154,125,105,129,116,121,114,130,101,137
,女　Ｆ．,2291,214,191,216,218,181,157,172,177,169,192,200,204
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,10823,1092,907,928,824,800,810,785,884,926,945,923,999
,男　Ｍ．,4567,445,371,394,362,341,306,360,360,380,415,407,426
,女　Ｆ．,6256,647,536,534,462,459,504,425,524,546,530,516,573
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,50264,5191,4414,4396,3994,3781,3554,3687,4006,4050,4292,4308,4591
,男　Ｍ．,23659,2452,2112,2049,1884,1733,1682,1768,1915,1876,2007,2023,2158
,女　Ｆ．,26605,2739,2302,2347,2110,2048,1872,1919,2091,2174,2285,2285,2433
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,5771,554,478,504,431,420,414,421,479,479,501,541,549
,男　Ｍ．,2288,215,198,217,169,168,161,150,202,176,186,231,215
,女　Ｆ．,3483,339,280,287,262,252,253,271,277,303,315,310,334
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,30208,3255,2720,2698,2414,2324,2161,2207,2357,2381,2500,2439,2752
,男　Ｍ．,15980,1751,1459,1394,1276,1206,1156,1216,1250,1224,1322,1289,1437
,女　Ｆ．,14228,1504,1261,1304,1138,1118,1005,991,1107,1157,1178,1150,1315
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3105,395,312,266,224,223,203,199,231,233,251,250,318
,男　Ｍ．,1546,192,143,125,107,118,100,98,114,126,130,130,163
,女　Ｆ．,1559,203,169,141,117,105,103,101,117,107,121,120,155
14202　　　慢性腎臓病　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,22352,2315,1928,2009,1797,1750,1640,1676,1774,1790,1863,1805,2005
,男　Ｍ．,12103,1265,1068,1073,959,923,891,948,975,930,1019,993,1059
,女　Ｆ．,10249,1050,860,936,838,827,749,728,799,860,844,812,946
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4751,545,480,423,393,351,318,332,352,358,386,384,429
,男　Ｍ．,2331,294,248,196,210,165,165,170,161,168,173,166,215
,女　Ｆ．,2420,251,232,227,183,186,153,162,191,190,213,218,214
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,14285,1382,1216,1194,1149,1037,979,1059,1170,1190,1291,1328,1290
,男　Ｍ．,5391,486,455,438,439,359,365,402,463,476,499,503,506
,女　Ｆ．,8894,896,761,756,710,678,614,657,707,714,792,825,784
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,26,2,2,1,5,2,3,3,-,2,2,2,2
,男　Ｍ．,・,・,・,・,・,・,・,・,・,・,・,・,・
,女　Ｆ．,26,2,2,1,5,2,3,3,-,2,2,2,2
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,346,21,17,38,33,22,31,37,37,29,30,28,23
,男　Ｍ．,188,13,8,19,23,10,16,17,22,15,14,14,17
,女　Ｆ．,158,8,9,19,10,12,15,20,15,14,16,14,6
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,31,2,2,5,8,2,1,4,-,1,2,3,1
,男　Ｍ．,18,1,2,2,7,1,-,1,-,-,1,2,1
,女　Ｆ．,13,1,-,3,1,1,1,3,-,1,1,1,-
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4,-,-,1,-,-,1,-,2,-,-,-,-
,男　Ｍ．,4,-,-,1,-,-,1,-,2,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,189,9,7,19,15,12,20,15,24,20,18,17,13
,男　Ｍ．,99,6,4,10,12,6,9,7,13,11,5,8,8
,女　Ｆ．,90,3,3,9,3,6,11,8,11,9,13,9,5
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,19,1,1,2,1,1,1,6,1,2,-,2,1
,男　Ｍ．,12,1,1,1,1,-,1,3,-,1,-,2,1
,女　Ｆ．,7,-,-,1,-,1,-,3,1,1,-,-,-
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,50,4,4,6,4,4,4,6,5,3,3,4,3
,男　Ｍ．,31,3,1,2,2,2,3,5,4,2,3,1,3
,女　Ｆ．,19,1,3,4,2,2,1,1,1,1,-,3,-
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,53,5,3,5,5,3,4,6,5,3,7,2,5
,男　Ｍ．,24,2,-,3,1,1,2,1,3,1,5,1,4
,女　Ｆ．,29,3,3,2,4,2,2,5,2,2,2,1,1
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,2047,167,186,195,158,182,141,153,183,163,159,171,189
,男　Ｍ．,977,82,85,97,73,73,67,71,93,73,79,88,96
,女　Ｆ．,1070,85,101,98,85,109,74,82,90,90,80,83,93
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,87,8,10,8,6,9,7,9,5,7,4,5,9
,男　Ｍ．,40,4,5,4,3,1,3,5,2,4,2,2,5
,女　Ｆ．,47,4,5,4,3,8,4,4,3,3,2,3,4
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,799,65,71,75,67,69,55,51,77,57,64,65,83
,男　Ｍ．,354,31,30,33,31,26,28,20,35,18,30,33,39
,女　Ｆ．,445,34,41,42,36,43,27,31,42,39,34,32,44
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,516,40,48,55,35,40,38,36,47,33,36,48,60
,男　Ｍ．,258,21,26,25,15,17,22,15,23,12,21,28,33
,女　Ｆ．,258,19,22,30,20,23,16,21,24,21,15,20,27
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,283,25,23,20,32,29,17,15,30,24,28,17,23
,男　Ｍ．,96,10,4,8,16,9,6,5,12,6,9,5,6
,女　Ｆ．,187,15,19,12,16,20,11,10,18,18,19,12,17
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,83,4,10,8,5,7,6,4,12,6,3,8,10
,男　Ｍ．,42,2,2,4,4,5,3,3,6,1,3,5,4
,女　Ｆ．,41,2,8,4,1,2,3,1,6,5,-,3,6
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,600,49,49,56,58,43,35,49,60,56,44,56,45
,男　Ｍ．,314,24,29,32,26,21,17,25,35,30,25,26,24
,女　Ｆ．,286,25,20,24,32,22,18,24,25,26,19,30,21
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,478,41,46,48,22,54,38,40,29,37,44,37,42
,男　Ｍ．,227,21,19,24,9,20,16,18,15,20,19,22,24
,女　Ｆ．,251,20,27,24,13,34,22,22,14,17,25,15,18
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,225189,23029,19156,18429,17190,16390,15853,17252,18891,18274,19540,19600,21585
,男　Ｍ．,75746,7604,6366,6129,5811,5546,5249,6251,6830,6204,6430,6274,7052
,女　Ｆ．,149443,15425,12790,12300,11379,10844,10604,11001,12061,12070,13110,13326,14533
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,189919,19242,16230,15794,14648,13878,13387,13772,14992,15474,16940,16969,18593
,男　Ｍ．,53259,5295,4512,4494,4167,3906,3621,3962,4245,4347,4761,4683,5266
,女　Ｆ．,136660,13947,11718,11300,10481,9972,9766,9810,10747,11127,12179,12286,13327
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,48,5,1,2,4,5,6,3,1,6,2,4,9
,男　Ｍ．,24,5,1,2,2,1,2,1,-,3,-,1,6
,女　Ｆ．,24,-,-,-,2,4,4,2,1,3,2,3,3
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,35222,3782,2925,2633,2538,2507,2460,3477,3898,2794,2598,2627,2983
,男　Ｍ．,22463,2304,1853,1633,1642,1639,1626,2288,2585,1854,1669,1590,1780
,女　Ｆ．,12759,1478,1072,1000,896,868,834,1189,1313,940,929,1037,1203
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,74373,8069,6567,6614,5955,5672,5158,5849,5985,5386,5777,6179,7162
,男　Ｍ．,45083,4760,3978,3997,3636,3466,3161,3605,3641,3419,3509,3676,4235
,女　Ｆ．,29290,3309,2589,2617,2319,2206,1997,2244,2344,1967,2268,2503,2927
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,44440,5366,4218,3818,3357,3126,2810,3437,3521,2822,3277,3830,4858
,男　Ｍ．,25544,3023,2431,2130,1909,1781,1617,2034,2034,1712,1904,2175,2794
,女　Ｆ．,18896,2343,1787,1688,1448,1345,1193,1403,1487,1110,1373,1655,2064
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3573,299,234,294,248,290,245,304,316,292,328,350,373
,男　Ｍ．,2471,200,160,191,182,199,176,219,231,218,219,223,253
,女　Ｆ．,1102,99,74,103,66,91,69,85,85,74,109,127,120
20102　　　転倒・転落・墜落　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,11784,1190,1043,1064,929,920,899,857,849,924,959,1058,1092
,男　Ｍ．,6047,587,548,532,475,478,465,418,425,479,495,563,582
,女　Ｆ．,5737,603,495,532,454,442,434,439,424,445,464,495,510
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8993,1423,1176,844,727,619,429,350,302,248,539,857,1479
,男　Ｍ．,4844,735,621,432,360,331,238,212,188,163,305,456,803
,女　Ｆ．,4149,688,555,412,367,288,191,138,114,85,234,401,676
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8644,1169,782,762,665,636,587,655,646,577,649,709,807
,男　Ｍ．,4499,644,423,411,359,318,285,355,298,289,330,360,427
,女　Ｆ．,4145,525,359,351,306,318,302,300,348,288,319,349,380
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,1004,154,129,126,85,71,50,45,34,38,67,80,125
,男　Ｍ．,638,108,81,72,54,46,29,31,19,28,41,53,76
,女　Ｆ．,366,46,48,54,31,25,21,14,15,10,26,27,49
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,537,61,55,51,46,36,44,47,32,28,37,41,59
,男　Ｍ．,328,43,34,33,32,23,24,30,17,13,21,22,36
,女　Ｆ．,209,18,21,18,14,13,20,17,15,15,16,19,23
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9905,1070,799,677,657,554,556,1179,1342,715,698,735,923
,男　Ｍ．,6717,706,564,459,447,386,400,769,856,522,493,498,617
,女　Ｆ．,3188,364,235,218,210,168,156,410,486,193,205,237,306
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,21037,1849,1644,1976,1871,1807,1679,1752,1752,1856,1769,1559,1523
,男　Ｍ．,14388,1242,1153,1406,1300,1253,1125,1187,1185,1284,1201,1050,1002
,女　Ｆ．,6649,607,491,570,571,554,554,565,567,572,568,509,521
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,229,17,13,22,15,27,21,21,18,22,15,20,18
,男　Ｍ．,118,8,5,12,8,15,10,12,10,10,7,11,10
,女　Ｆ．,111,9,8,10,7,12,11,9,8,12,8,9,8
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8667,837,692,798,712,712,648,639,694,686,716,770,763
,男　Ｍ．,5033,487,389,449,419,417,409,372,412,413,397,440,429
,女　Ｆ．,3634,350,303,349,293,295,239,267,282,273,319,330,334
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,38120,12820,4466,1833,1013,981,1155,1892,3881,4047,2487,1624,1921
,男　Ｍ．,20285,6537,2253,950,537,515,650,1055,2186,2310,1362,885,1045
,女　Ｆ．,17835,6283,2213,883,476,466,505,837,1695,1737,1125,739,876
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22200　　その他の特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　,総数,38120,12820,4466,1833,1013,981,1155,1892,3881,4047,2487,1624,1921
,男　Ｍ．,20285,6537,2253,950,537,515,650,1055,2186,2310,1362,885,1045
,女　Ｆ．,17835,6283,2213,883,476,466,505,837,1695,1737,1125,739,876
22201　　　新型コロナウイルス感染症　　　　　　　　　　　　　　　　　　　　　　,総数,38086,12817,4460,1832,1010,981,1155,1892,3877,4046,2480,1619,1917
,男　Ｍ．,20268,6535,2249,950,537,515,650,1055,2185,2309,1358,882,1043
,女　Ｆ．,17818,6282,2211,882,473,466,505,837,1692,1737,1122,737,874
22202　　　新型コロナウイルス感染症ワクチン　　　　　　　　　　　　　　　　　　,総数,34,3,6,1,3,-,-,-,4,1,7,5,4
,男　Ｍ．,17,2,4,-,-,-,-,-,1,1,4,3,2
,女　Ｆ．,17,1,2,1,3,-,-,-,3,-,3,2,2
22203　　　その他の特殊目的用コード（22201及び22202を除く）　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
