平成30年,人口動態統計,,
下巻　死亡　第３表　死亡数，死因（死因簡単分類）・性・死亡月別
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,女　Ｆ．,30304,2977,2620,2681,2384,2409,2193,2308,2410,2448,2548,2563,2763
10601　　　誤嚥性肺炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,38460,3597,3170,3290,3082,3064,2749,2934,3228,3223,3225,3380,3518
,男　Ｍ．,21652,2021,1762,1801,1764,1692,1500,1666,1809,1831,1836,1933,2037
,女　Ｆ．,16808,1576,1408,1489,1318,1372,1249,1268,1419,1392,1389,1447,1481
10602　　　間質性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,19321,2046,1831,1846,1582,1557,1330,1406,1364,1455,1561,1587,1756
,男　Ｍ．,12500,1326,1217,1218,1050,994,876,875,884,941,971,1017,1131
,女　Ｆ．,6821,720,614,628,532,563,454,531,480,514,590,570,625
10603　　　その他の呼吸器系の疾患（10601及び10602を除く）　　　　　　　　　　　,総数,14998,1479,1352,1316,1209,1125,1107,1121,1162,1203,1264,1242,1418
,男　Ｍ．,8323,798,754,752,675,651,617,612,651,661,695,696,761
,女　Ｆ．,6675,681,598,564,534,474,490,509,511,542,569,546,657
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,52184,5222,4665,4677,4149,4167,3744,3976,4031,4004,4362,4385,4802
,男　Ｍ．,27573,2799,2497,2532,2136,2214,1974,2036,2097,2083,2277,2392,2536
,女　Ｆ．,24611,2423,2168,2145,2013,1953,1770,1940,1934,1921,2085,1993,2266
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2521,300,256,246,195,192,183,188,180,175,196,197,213
,男　Ｍ．,1387,177,147,139,118,103,98,92,102,91,104,104,112
,女　Ｆ．,1134,123,109,107,77,89,85,96,78,84,92,93,101
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7153,704,562,639,573,575,505,560,569,575,638,642,611
,男　Ｍ．,3373,331,260,314,260,267,229,271,275,282,302,303,279
,女　Ｆ．,3780,373,302,325,313,308,276,289,294,293,336,339,332
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,17275,1711,1565,1540,1403,1400,1246,1337,1334,1277,1386,1418,1658
,男　Ｍ．,11212,1134,1010,1021,872,915,821,834,848,817,912,974,1054
,女　Ｆ．,6063,577,555,519,531,485,425,503,486,460,474,444,604
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,8307,830,742,757,680,707,591,646,654,586,676,652,786
,男　Ｍ．,4539,465,401,437,342,403,318,342,345,320,374,388,404
,女　Ｆ．,3768,365,341,320,338,304,273,304,309,266,302,264,382
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8968,881,823,783,723,693,655,691,680,691,710,766,872
,男　Ｍ．,6673,669,609,584,530,512,503,492,503,497,538,586,650
,女　Ｆ．,2295,212,214,199,193,181,152,199,177,194,172,180,222
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,25235,2507,2282,2252,1978,2000,1810,1891,1948,1977,2142,2128,2320
,男　Ｍ．,11601,1157,1080,1058,886,929,826,839,872,893,959,1011,1091
,女　Ｆ．,13634,1350,1202,1194,1092,1071,984,1052,1076,1084,1183,1117,1229
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2659,255,210,234,249,220,177,208,218,204,224,237,223
,男　Ｍ．,1050,102,77,86,104,84,71,87,88,80,95,93,83
,女　Ｆ．,1609,153,133,148,145,136,106,121,130,124,129,144,140
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,8811,828,829,810,738,668,596,703,652,644,749,742,852
,男　Ｍ．,3430,310,328,303,301,263,233,306,239,254,281,283,329
,女　Ｆ．,5381,518,501,507,437,405,363,397,413,390,468,459,523
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,39509,4047,3660,3411,3252,3084,2859,3045,3012,2940,3241,3413,3545
,男　Ｍ．,18183,1826,1741,1615,1514,1402,1273,1354,1367,1331,1470,1587,1703
,女　Ｆ．,21326,2221,1919,1796,1738,1682,1586,1691,1645,1609,1771,1826,1842
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,4777,429,443,399,353,388,360,364,375,406,415,417,428
,男　Ｍ．,1771,172,159,160,134,144,134,116,145,133,151,151,172
,女　Ｆ．,3006,257,284,239,219,244,226,248,230,273,264,266,256
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,26081,2826,2489,2269,2177,2019,1855,1983,1978,1875,2067,2201,2342
,男　Ｍ．,13230,1370,1287,1179,1118,1023,899,990,979,963,1037,1146,1239
,女　Ｆ．,12851,1456,1202,1090,1059,996,956,993,999,912,1030,1055,1103
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2743,335,311,249,219,199,187,195,183,197,197,247,224
,男　Ｍ．,1305,148,136,120,112,98,82,102,89,95,97,110,116
,女　Ｆ．,1438,187,175,129,107,101,105,93,94,102,100,137,108
14202　　　慢性腎臓病　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,18806,1982,1709,1605,1581,1481,1364,1431,1474,1350,1492,1588,1749
,男　Ｍ．,9772,978,916,852,831,756,685,731,742,704,774,860,943
,女　Ｆ．,9034,1004,793,753,750,725,679,700,732,646,718,728,806
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4532,509,469,415,377,339,304,357,321,328,378,366,369
,男　Ｍ．,2153,244,235,207,175,169,132,157,148,164,166,176,180
,女　Ｆ．,2379,265,234,208,202,170,172,200,173,164,212,190,189
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,8651,792,728,743,722,677,644,698,659,659,759,795,775
,男　Ｍ．,3182,284,295,276,262,235,240,248,243,235,282,290,292
,女　Ｆ．,5469,508,433,467,460,442,404,450,416,424,477,505,483
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,33,2,1,2,4,1,1,7,2,3,3,2,5
,男　Ｍ．,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. 
,女　Ｆ．,33,2,1,2,4,1,1,7,2,3,3,2,5
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,486,41,29,45,44,37,38,38,45,38,41,50,40
,男　Ｍ．,277,22,17,30,20,15,23,22,27,19,29,32,21
,女　Ｆ．,209,19,12,15,24,22,15,16,18,19,12,18,19
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,48,2,5,2,5,2,5,4,2,4,3,8,6
,男　Ｍ．,30,2,5,2,2,1,3,1,1,2,2,5,4
,女　Ｆ．,18,-,-,-,3,1,2,3,1,2,1,3,2
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6,2,-,1,-,-,-,-,2,-,1,-,-
,男　Ｍ．,4,-,-,1,-,-,-,-,2,-,1,-,-
,女　Ｆ．,2,2,-,-,-,-,-,-,-,-,-,-,-
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,268,24,10,30,27,24,17,21,26,21,22,34,12
,男　Ｍ．,159,14,6,21,13,8,12,14,16,12,15,20,8
,女　Ｆ．,109,10,4,9,14,16,5,7,10,9,7,14,4
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,35,3,-,4,3,2,5,3,6,5,-,1,3
,男　Ｍ．,17,2,-,2,2,1,2,1,3,2,-,1,1
,女　Ｆ．,18,1,-,2,1,1,3,2,3,3,-,-,2
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,53,6,4,4,6,4,3,3,3,5,4,2,9
,男　Ｍ．,30,3,2,3,1,3,2,2,2,3,4,2,3
,女　Ｆ．,23,3,2,1,5,1,1,1,1,2,-,-,6
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,76,4,10,4,3,5,8,7,6,3,11,5,10
,男　Ｍ．,37,1,4,1,2,2,4,4,3,-,7,4,5
,女　Ｆ．,39,3,6,3,1,3,4,3,3,3,4,1,5
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,2006,175,161,172,185,170,162,167,144,153,154,180,183
,男　Ｍ．,918,78,75,76,73,88,72,74,61,71,72,83,95
,女　Ｆ．,1088,97,86,96,112,82,90,93,83,82,82,97,88
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,99,7,10,7,6,14,7,10,4,4,8,10,12
,男　Ｍ．,51,4,6,3,-,8,4,6,3,2,5,6,4
,女　Ｆ．,48,3,4,4,6,6,3,4,1,2,3,4,8
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,822,76,71,82,78,73,68,66,63,52,62,65,66
,男　Ｍ．,361,29,35,41,26,32,29,27,29,24,26,27,36
,女　Ｆ．,461,47,36,41,52,41,39,39,34,28,36,38,30
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,524,45,53,53,51,48,39,40,48,34,31,39,43
,男　Ｍ．,248,21,30,26,18,21,18,18,22,18,12,20,24
,女　Ｆ．,276,24,23,27,33,27,21,22,26,16,19,19,19
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,298,31,18,29,27,25,29,26,15,18,31,26,23
,男　Ｍ．,113,8,5,15,8,11,11,9,7,6,14,7,12
,女　Ｆ．,185,23,13,14,19,14,18,17,8,12,17,19,11
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,65,6,7,5,4,1,5,6,6,6,7,7,5
,男　Ｍ．,32,4,4,3,2,-,1,2,4,1,5,4,2
,女　Ｆ．,33,2,3,2,2,1,4,4,2,5,2,3,3
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,554,46,34,47,53,39,54,44,36,46,45,55,55
,男　Ｍ．,263,24,13,17,24,25,25,22,12,26,20,26,29
,女　Ｆ．,291,22,21,30,29,14,29,22,24,20,25,29,26
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,466,40,39,31,44,43,28,41,35,45,32,43,45
,男　Ｍ．,211,17,17,12,21,23,13,17,13,18,16,20,24
,女　Ｆ．,255,23,22,19,23,20,15,24,22,27,16,23,21
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,135204,13159,12100,11850,10688,10048,9564,11328,10641,10363,11400,11555,12508
,男　Ｍ．,43968,4342,4035,3940,3432,3222,3057,4013,3520,3307,3537,3611,3952
,女　Ｆ．,91236,8817,8065,7910,7256,6826,6507,7315,7121,7056,7863,7944,8556
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,109605,10318,9551,9709,8780,8283,7764,8225,8470,8654,9634,9794,10423
,男　Ｍ．,28200,2661,2508,2600,2232,2124,1931,2059,2131,2236,2430,2570,2718
,女　Ｆ．,81405,7657,7043,7109,6548,6159,5833,6166,6339,6418,7204,7224,7705
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,61,6,4,1,9,6,6,3,5,3,6,7,5
,男　Ｍ．,32,3,1,-,6,3,3,2,3,-,4,2,5
,女　Ｆ．,29,3,3,1,3,3,3,1,2,3,2,5,-
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,25538,2835,2545,2140,1899,1759,1794,3100,2166,1706,1760,1754,2080
,男　Ｍ．,15736,1678,1526,1340,1194,1095,1123,1952,1386,1071,1103,1039,1229
,女　Ｆ．,9802,1157,1019,800,705,664,671,1148,780,635,657,715,851
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,69096,7499,6621,6312,5432,5079,4675,5992,5062,4856,5386,5636,6546
,男　Ｍ．,42066,4528,3917,3912,3254,3104,2929,3651,3104,3041,3364,3366,3896
,女　Ｆ．,27030,2971,2704,2400,2178,1975,1746,2341,1958,1815,2022,2270,2650
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,41238,5205,4318,3677,3080,2708,2438,3748,2838,2584,3010,3381,4251
,男　Ｍ．,23675,2974,2392,2123,1710,1549,1444,2154,1676,1534,1797,1912,2410
,女　Ｆ．,17563,2231,1926,1554,1370,1159,994,1594,1162,1050,1213,1469,1841
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4595,406,327,375,347,332,303,353,387,375,427,434,529
,男　Ｍ．,3155,280,221,262,266,234,220,257,266,250,276,278,345
,女　Ｆ．,1440,126,106,113,81,98,83,96,121,125,151,156,184
20102　　　転倒・転落・墜落　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9645,936,882,904,816,714,672,711,713,794,831,765,907
,男　Ｍ．,5187,489,484,469,426,368,353,398,379,451,473,418,479
,女　Ｆ．,4458,447,398,435,390,346,319,313,334,343,358,347,428
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8021,1507,1212,835,590,437,344,312,278,272,494,678,1062
,男　Ｍ．,4185,760,587,419,272,233,209,215,181,155,280,341,533
,女　Ｆ．,3836,747,625,416,318,204,135,97,97,117,214,337,529
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8876,1216,880,764,683,644,574,610,611,559,668,814,853
,男　Ｍ．,4558,675,431,420,329,318,271,294,306,279,356,417,462
,女　Ｆ．,4318,541,449,344,354,326,303,316,305,280,312,397,391
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,1017,151,178,111,96,67,40,35,35,37,68,84,115
,男　Ｍ．,635,97,111,76,53,38,22,19,23,28,44,50,74
,女　Ｆ．,382,54,67,35,43,29,18,16,12,9,24,34,41
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,548,67,54,56,40,45,45,32,43,32,46,45,43
,男　Ｍ．,359,49,35,41,31,26,32,15,23,22,33,22,30
,女　Ｆ．,189,18,19,15,9,19,13,17,20,10,13,23,13
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8536,922,785,632,508,469,460,1695,771,515,476,561,742
,男　Ｍ．,5596,624,523,436,333,332,337,956,498,349,335,386,487
,女　Ｆ．,2940,298,262,196,175,137,123,739,273,166,141,175,255
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,20031,1546,1592,1903,1728,1727,1670,1636,1652,1707,1727,1576,1567
,男　Ｍ．,13851,1087,1117,1366,1181,1183,1149,1132,1105,1179,1207,1065,1080
,女　Ｆ．,6180,459,475,537,547,544,521,504,547,528,520,511,487
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,273,24,24,23,24,16,29,20,21,16,22,36,18
,男　Ｍ．,129,16,11,10,11,6,13,11,8,8,12,16,7
,女　Ｆ．,144,8,13,13,13,10,16,9,13,8,10,20,11
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7554,724,687,709,600,628,538,588,551,549,627,643,710
,男　Ｍ．,4411,451,397,413,352,366,323,354,315,320,348,373,399
,女　Ｆ．,3143,273,290,296,248,262,215,234,236,229,279,270,311
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22200　　その他の特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
