平成27年,人口動態調査,,
下巻　死亡　第３表　死亡数，性・死亡月・死因（死因簡単分類）別
※本表の数値は、2004・2006・2009～2017年（平成16・18・21～29年）の都道府県からの報告漏れ（2019年３月29日公表）による再集計後の数値である。
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,女　Ｆ．,5643,563,459,516,486,454,428,417,465,436,457,426,536
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,7649,783,619,716,653,595,586,546,580,622,652,582,715
,男　Ｍ．,4114,414,321,378,353,323,325,291,299,350,346,324,390
,女　Ｆ．,3535,369,298,338,300,272,261,255,281,272,306,258,325
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8010,817,633,729,661,664,576,592,684,630,646,616,762
,男　Ｍ．,5902,623,472,551,475,482,409,430,500,466,495,448,551
,女　Ｆ．,2108,194,161,178,186,182,167,162,184,164,151,168,211
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,23032,2371,1940,2004,1950,1826,1627,1685,1762,1832,1926,1914,2195
,男　Ｍ．,10520,1066,895,915,904,821,729,772,847,828,892,853,998
,女　Ｆ．,12512,1305,1045,1089,1046,1005,898,913,915,1004,1034,1061,1197
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,1648,153,152,153,142,127,139,137,146,120,115,121,143
,男　Ｍ．,612,54,47,52,65,50,52,46,51,48,45,43,59
,女　Ｆ．,1036,99,105,101,77,77,87,91,95,72,70,78,84
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,6100,574,513,546,492,514,444,512,505,474,499,501,526
,男　Ｍ．,2308,222,194,211,201,180,184,194,190,184,183,169,196
,女　Ｆ．,3792,352,319,335,291,334,260,318,315,290,316,332,330
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,37066,3808,3199,3271,3061,3042,2653,2800,2805,2776,3092,3141,3418
,男　Ｍ．,16439,1737,1407,1464,1297,1352,1209,1275,1269,1211,1342,1323,1553
,女　Ｆ．,20627,2071,1792,1807,1764,1690,1444,1525,1536,1565,1750,1818,1865
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,4489,414,377,384,356,377,330,330,362,379,371,386,423
,男　Ｍ．,1668,162,135,134,139,138,139,127,130,140,120,131,173
,女　Ｆ．,2821,252,242,250,217,239,191,203,232,239,251,255,250
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,24561,2640,2158,2260,2071,1989,1794,1845,1792,1751,1969,2031,2261
,男　Ｍ．,11908,1298,1039,1109,954,975,879,916,888,829,962,957,1102
,女　Ｆ．,12653,1342,1119,1151,1117,1014,915,929,904,922,1007,1074,1159
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3571,408,362,322,319,287,251,228,255,256,284,277,322
,男　Ｍ．,1631,187,172,153,129,128,107,113,131,122,131,115,143
,女　Ｆ．,1940,221,190,169,190,159,144,115,124,134,153,162,179
14202　　　慢性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,15740,1681,1316,1416,1287,1267,1153,1240,1189,1130,1254,1343,1464
,男　Ｍ．,7849,849,657,699,625,655,581,621,591,564,621,658,728
,女　Ｆ．,7891,832,659,717,662,612,572,619,598,566,633,685,736
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5250,551,480,522,465,435,390,377,348,365,431,411,475
,男　Ｍ．,2428,262,210,257,200,192,191,182,166,143,210,184,231
,女　Ｆ．,2822,289,270,265,265,243,199,195,182,222,221,227,244
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,8016,754,664,627,634,676,529,625,651,646,752,724,734
,男　Ｍ．,2863,277,233,221,204,239,191,232,251,242,260,235,278
,女　Ｆ．,5153,477,431,406,430,437,338,393,400,404,492,489,456
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,44,8,3,2,3,4,2,4,5,2,2,8,1
,男　Ｍ．,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. ,. 
,女　Ｆ．,44,8,3,2,3,4,2,4,5,2,2,8,1
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,497,33,44,38,40,48,42,46,40,46,51,37,32
,男　Ｍ．,279,17,22,17,24,30,24,28,25,23,30,21,18
,女　Ｆ．,218,16,22,21,16,18,18,18,15,23,21,16,14
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,39,1,4,4,4,2,6,1,2,3,6,3,3
,男　Ｍ．,22,1,3,1,3,1,3,1,-,2,4,1,2
,女　Ｆ．,17,-,1,3,1,1,3,-,2,1,2,2,1
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6,-,1,1,-,-,-,-,1,1,1,-,1
,男　Ｍ．,5,-,-,1,-,-,-,-,1,1,1,-,1
,女　Ｆ．,1,-,1,-,-,-,-,-,-,-,-,-,-
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,251,15,20,21,20,32,19,21,23,23,23,22,12
,男　Ｍ．,137,10,7,8,12,20,9,13,11,15,14,12,6
,女　Ｆ．,114,5,13,13,8,12,10,8,12,8,9,10,6
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,35,2,3,1,6,5,3,1,4,2,2,3,3
,男　Ｍ．,18,1,2,1,4,2,-,-,4,-,1,2,1
,女　Ｆ．,17,1,1,-,2,3,3,1,-,2,1,1,2
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,84,5,8,8,6,5,10,9,7,10,7,3,6
,男　Ｍ．,49,1,4,5,3,4,9,5,6,3,4,2,3
,女　Ｆ．,35,4,4,3,3,1,1,4,1,7,3,1,3
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,82,10,8,3,4,4,4,14,3,7,12,6,7
,男　Ｍ．,48,4,6,1,2,3,3,9,3,2,6,4,5
,女　Ｆ．,34,6,2,2,2,1,1,5,-,5,6,2,2
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,2022,191,158,171,177,158,150,170,162,148,185,173,179
,男　Ｍ．,926,90,72,74,86,60,77,83,67,66,83,82,86
,女　Ｆ．,1096,101,86,97,91,98,73,87,95,82,102,91,93
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,89,10,12,12,3,4,10,6,6,5,7,7,7
,男　Ｍ．,43,7,6,5,1,-,6,2,2,1,4,4,5
,女　Ｆ．,46,3,6,7,2,4,4,4,4,4,3,3,2
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,952,96,78,78,78,69,68,91,73,68,76,87,90
,男　Ｍ．,409,38,34,33,34,24,29,43,29,27,35,44,39
,女　Ｆ．,543,58,44,45,44,45,39,48,44,41,41,43,51
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,670,72,59,59,54,48,46,64,51,48,51,56,62
,男　Ｍ．,295,32,25,24,27,14,20,33,20,21,24,24,31
,女　Ｆ．,375,40,34,35,27,34,26,31,31,27,27,32,31
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,282,24,19,19,24,21,22,27,22,20,25,31,28
,男　Ｍ．,114,6,9,9,7,10,9,10,9,6,11,20,8
,女　Ｆ．,168,18,10,10,17,11,13,17,13,14,14,11,20
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,113,14,7,5,6,11,12,10,9,8,14,9,8
,男　Ｍ．,58,6,4,2,3,4,6,8,3,7,6,5,4
,女　Ｆ．,55,8,3,3,3,7,6,2,6,1,8,4,4
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,568,49,39,48,65,48,41,35,46,42,57,47,51
,男　Ｍ．,295,27,19,23,40,23,25,18,19,22,29,21,29
,女　Ｆ．,273,22,20,25,25,25,16,17,27,20,28,26,22
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,300,22,22,28,25,26,19,28,28,25,31,23,23
,男　Ｍ．,121,12,9,11,8,9,11,12,14,9,9,8,9
,女　Ｆ．,179,10,13,17,17,17,8,16,14,16,22,15,14
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,103060,10299,8659,9099,7982,7892,7332,7843,8281,7916,9266,8744,9747
,男　Ｍ．,31877,3209,2671,2791,2452,2428,2245,2575,2714,2474,2836,2581,2901
,女　Ｆ．,71183,7090,5988,6308,5530,5464,5087,5268,5567,5442,6430,6163,6846
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,84819,8233,7021,7491,6587,6547,6145,6154,6479,6615,7893,7475,8179
,男　Ｍ．,20897,2017,1747,1856,1596,1593,1491,1504,1568,1658,2003,1839,2025
,女　Ｆ．,63922,6216,5274,5635,4991,4954,4654,4650,4911,4957,5890,5636,6154
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,96,12,9,8,8,7,6,3,11,8,9,8,7
,男　Ｍ．,61,9,6,4,5,7,4,2,5,4,6,5,4
,女　Ｆ．,35,3,3,4,3,-,2,1,6,4,3,3,3
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,18145,2054,1629,1600,1387,1338,1181,1686,1791,1293,1364,1261,1561
,男　Ｍ．,10919,1183,918,931,851,828,750,1069,1141,812,827,737,872
,女　Ｆ．,7226,871,711,669,536,510,431,617,650,481,537,524,689
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,67909,7346,5823,6347,5585,5376,4603,5283,5323,4864,5458,5608,6293
,男　Ｍ．,41962,4427,3524,3907,3477,3389,2954,3265,3309,3113,3460,3410,3727
,女　Ｆ．,25947,2919,2299,2440,2108,1987,1649,2018,2014,1751,1998,2198,2566
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,38310,4773,3593,3527,3014,2699,2222,2787,2945,2553,2960,3231,4006
,男　Ｍ．,22122,2710,2014,1997,1712,1566,1300,1646,1745,1590,1774,1825,2243
,女　Ｆ．,16188,2063,1579,1530,1302,1133,922,1141,1200,963,1186,1406,1763
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5646,478,426,453,444,446,391,448,472,464,548,512,564
,男　Ｍ．,3886,311,289,318,318,316,271,312,334,328,381,334,374
,女　Ｆ．,1760,167,137,135,126,130,120,136,138,136,167,178,190
20102　　　転倒・転落　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7992,838,660,679,610,676,523,629,585,640,713,700,739
,男　Ｍ．,4461,447,346,376,339,365,288,360,338,378,427,382,415
,女　Ｆ．,3531,391,314,303,271,311,235,269,247,262,286,318,324
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7485,1234,899,848,625,445,322,330,295,300,516,677,994
,男　Ｍ．,3911,634,444,424,309,241,168,207,194,184,274,355,477
,女　Ｆ．,3574,600,455,424,316,204,154,123,101,116,242,322,517
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9356,1289,872,865,782,662,575,619,635,630,688,762,977
,男　Ｍ．,4764,721,452,436,386,322,288,293,301,321,353,380,511
,女　Ｆ．,4592,568,420,429,396,340,287,326,334,309,335,382,466
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,941,140,126,110,83,51,47,42,53,46,69,80,94
,男　Ｍ．,567,89,80,61,45,34,31,24,35,24,42,44,58
,女　Ｆ．,374,51,46,49,38,17,16,18,18,22,27,36,36
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,612,72,52,53,63,40,47,43,35,48,41,55,63
,男　Ｍ．,382,45,34,37,35,23,25,26,21,34,26,39,37
,女　Ｆ．,230,27,18,16,28,17,22,17,14,14,15,16,26
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6278,722,558,519,407,379,317,676,870,425,385,445,575
,男　Ｍ．,4151,463,369,345,280,265,229,424,522,321,271,291,371
,女　Ｆ．,2127,259,189,174,127,114,88,252,348,104,114,154,204
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,23152,1951,1721,2221,2036,2128,1947,1961,1857,1837,1949,1837,1707
,男　Ｍ．,16202,1363,1217,1583,1451,1516,1390,1317,1282,1253,1379,1282,1169
,女　Ｆ．,6950,588,504,638,585,612,557,644,575,584,570,555,538
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,314,34,32,27,23,36,20,30,26,25,23,21,17
,男　Ｍ．,138,13,17,10,10,11,8,13,15,9,10,13,9
,女　Ｆ．,176,21,15,17,13,25,12,17,11,16,13,8,8
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6133,588,477,572,512,513,414,505,495,449,526,519,563
,男　Ｍ．,3500,341,276,317,304,296,256,289,267,261,297,290,306
,女　Ｆ．,2633,247,201,255,208,217,158,216,228,188,229,229,257
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
