平成27年,人口動態調査,,
下巻　死亡　第３表　死亡数，性・死亡月・死因（死因簡単分類）別
※本表の数値は、2004・2006・2009～2017年（平成16・18・21～29年）の都道府県からの報告漏れ（2019年３月29日公表）による再集計後の数値である。
,,総数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
03200　　その他の血液及び造血器の疾患並びに免疫機構の障害　　　　　　　　　　　,総数,2348,227,176,214,199,192,166,183,212,176,207,192,204
,男　Ｍ．,1145,105,88,108,98,76,84,96,106,84,106,91,103
,女　Ｆ．,1203,122,88,106,101,116,82,87,106,92,101,101,101
04000　内分泌，栄養及び代謝疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,20944,2238,1857,1932,1735,1658,1543,1601,1657,1440,1624,1687,1972
,男　Ｍ．,10497,1124,975,984,904,802,761,823,784,692,823,849,976
,女　Ｆ．,10447,1114,882,948,831,856,782,778,873,748,801,838,996
04100　　糖尿病　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,13328,1439,1199,1259,1125,1077,978,1001,1001,898,1029,1096,1226
,男　Ｍ．,7125,765,654,683,637,551,539,543,498,471,557,579,648
,女　Ｆ．,6203,674,545,576,488,526,439,458,503,427,472,517,578
04200　　その他の内分泌，栄養及び代謝疾患　　　　　　　　　　　　　　　　　　　,総数,7616,799,658,673,610,581,565,600,656,542,595,591,746
,男　Ｍ．,3372,359,321,301,267,251,222,280,286,221,266,270,328
,女　Ｆ．,4244,440,337,372,343,330,343,320,370,321,329,321,418
05000　精神及び行動の障害　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,13192,1292,1089,1115,1086,1040,961,949,1056,1018,1211,1167,1208
,男　Ｍ．,4088,402,323,334,360,331,299,266,342,299,376,394,362
,女　Ｆ．,9104,890,766,781,726,709,662,683,714,719,835,773,846
05100　　血管性及び詳細不明の認知症　　　　　　　　　　　　　　　　　　　　　　,総数,11120,1088,893,943,918,891,830,800,874,858,1032,960,1033
,男　Ｍ．,3150,318,221,260,283,269,231,202,257,235,292,298,284
,女　Ｆ．,7970,770,672,683,635,622,599,598,617,623,740,662,749
05200　　その他の精神及び行動の障害　　　　　　　　　　　　　　　　　　　　　　,総数,2072,204,196,172,168,149,131,149,182,160,179,207,175
,男　Ｍ．,938,84,102,74,77,62,68,64,85,64,84,96,78
,女　Ｆ．,1134,120,94,98,91,87,63,85,97,96,95,111,97
06000　神経系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,30913,2945,2462,2672,2528,2352,2275,2437,2437,2445,2717,2762,2881
,男　Ｍ．,13843,1329,1110,1193,1188,1017,1024,1116,1081,1082,1182,1208,1313
,女　Ｆ．,17070,1616,1352,1479,1340,1335,1251,1321,1356,1363,1535,1554,1568
06100　　髄膜炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,293,20,20,19,25,29,33,32,26,26,19,19,25
,男　Ｍ．,153,10,10,12,10,10,19,19,16,13,12,7,15
,女　Ｆ．,140,10,10,7,15,19,14,13,10,13,7,12,10
06200　　脊髄性筋萎縮症及び関連症候群　　　　　　　　　　　　　　　　　　　　　,総数,2266,206,178,210,195,169,172,187,161,168,198,201,221
,男　Ｍ．,1331,126,112,118,103,100,95,118,97,109,110,116,127
,女　Ｆ．,935,80,66,92,92,69,77,69,64,59,88,85,94
06300　　パーキンソン病　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7160,684,592,629,616,522,514,580,568,526,627,628,674
,男　Ｍ．,3332,306,271,293,305,232,243,263,272,228,298,299,322
,女　Ｆ．,3828,378,321,336,311,290,271,317,296,298,329,329,352
06400　　アルツハイマー病　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,10545,981,830,892,825,815,798,769,853,853,970,986,973
,男　Ｍ．,3315,314,263,276,288,262,234,266,267,238,303,286,318
,女　Ｆ．,7230,667,567,616,537,553,564,503,586,615,667,700,655
06500　　その他の神経系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,10649,1054,842,922,867,817,758,869,829,872,903,928,988
,男　Ｍ．,5712,573,454,494,482,413,433,450,429,494,459,500,531
,女　Ｆ．,4937,481,388,428,385,404,325,419,400,378,444,428,457
07000　眼及び付属器の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4,-,-,-,-,1,1,1,-,-,-,-,1
,男　Ｍ．,3,-,-,-,-,-,1,1,-,-,-,-,1
,女　Ｆ．,1,-,-,-,-,1,-,-,-,-,-,-,-
08000　耳及び乳様突起の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,14,1,-,1,3,1,-,1,1,3,-,1,2
,男　Ｍ．,7,1,-,1,2,1,-,-,-,1,-,-,1
,女　Ｆ．,7,-,-,-,1,-,-,1,1,2,-,1,1
09000　循環器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,339149,39069,31365,31124,27708,26116,23464,24613,24861,24083,27332,27715,31699
,男　Ｍ．,160361,18856,14785,14716,13038,12263,10994,11546,11680,11207,12954,13176,15146
,女　Ｆ．,178788,20213,16580,16408,14670,13853,12470,13067,13181,12876,14378,14539,16553
09100　　高血圧性疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6726,824,677,660,512,538,440,472,495,480,494,518,616
,男　Ｍ．,2605,345,262,264,200,184,149,190,205,203,190,192,221
,女　Ｆ．,4121,479,415,396,312,354,291,282,290,277,304,326,395
09101　　　高血圧性心疾患及び心腎疾患　　　　　　　　　　　　　　　　　　　　　,総数,3213,402,340,339,238,265,215,199,224,216,227,255,293
,男　Ｍ．,1176,164,112,130,92,84,62,74,89,91,89,94,95
,女　Ｆ．,2037,238,228,209,146,181,153,125,135,125,138,161,198
09102　　　その他の高血圧性疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,3513,422,337,321,274,273,225,273,271,264,267,263,323
,男　Ｍ．,1429,181,150,134,108,100,87,116,116,112,101,98,126
,女　Ｆ．,2084,241,187,187,166,173,138,157,155,152,166,165,197
09200　　心疾患（高血圧性を除く）　　　　　　　　　　　　　　　　　　　　　　　,総数,196127,23846,18659,18248,15973,14812,13136,14173,14189,13384,15257,15935,18515
,男　Ｍ．,92146,11608,8759,8584,7392,6872,6112,6568,6606,6154,7116,7514,8861
,女　Ｆ．,103981,12238,9900,9664,8581,7940,7024,7605,7583,7230,8141,8421,9654
09201　　　慢性リウマチ性心疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,2313,236,202,199,189,184,185,184,169,167,191,194,213
,男　Ｍ．,740,77,72,62,55,56,56,63,63,58,53,59,66
,女　Ｆ．,1573,159,130,137,134,128,129,121,106,109,138,135,147
09202　　　急性心筋梗塞　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,37224,4894,3629,3462,3068,2677,2407,2586,2591,2522,2847,2939,3602
,男　Ｍ．,21139,2814,2024,1964,1712,1572,1337,1432,1507,1435,1605,1692,2045
,女　Ｆ．,16085,2080,1605,1498,1356,1105,1070,1154,1084,1087,1242,1247,1557
09203　　　その他の虚血性心疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,34452,4534,3535,3312,2729,2487,2127,2527,2542,2206,2501,2686,3266
,男　Ｍ．,19939,2617,2008,1909,1559,1455,1232,1498,1467,1244,1445,1617,1888
,女　Ｆ．,14513,1917,1527,1403,1170,1032,895,1029,1075,962,1056,1069,1378
09204　　　慢性非リウマチ性心内膜疾患　　　　　　　　　　　　　　　　　　　　　,総数,10656,1140,952,963,893,833,752,783,819,795,829,899,998
,男　Ｍ．,3528,398,302,300,311,270,269,224,271,239,272,310,362
,女　Ｆ．,7128,742,650,663,582,563,483,559,548,556,557,589,636
09205　　　心筋症　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3832,424,325,336,308,308,288,301,279,301,314,318,330
,男　Ｍ．,2224,244,193,195,175,181,159,170,162,178,176,194,197
,女　Ｆ．,1608,180,132,141,133,127,129,131,117,123,138,124,133
09206　　　不整脈及び伝導障害　　　　　　　　　　　　　　　　　　　　　　　　　,総数,30306,3820,2933,2848,2419,2243,2042,2159,2094,1996,2356,2507,2889
,男　Ｍ．,14691,1874,1405,1378,1164,1055,987,1059,1000,965,1157,1211,1436
,女　Ｆ．,15615,1946,1528,1470,1255,1188,1055,1100,1094,1031,1199,1296,1453
09207　　　心不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,71864,8126,6569,6608,5958,5680,4935,5229,5308,5052,5765,5924,6710
,男　Ｍ．,26961,3231,2483,2488,2214,2071,1843,1911,1938,1853,2153,2185,2591
,女　Ｆ．,44903,4895,4086,4120,3744,3609,3092,3318,3370,3199,3612,3739,4119
09208　　　その他の心疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,5480,672,514,520,409,400,400,404,387,345,454,468,507
,男　Ｍ．,2924,353,272,288,202,212,229,211,198,182,255,246,276
,女　Ｆ．,2556,319,242,232,207,188,171,193,189,163,199,222,231
09300　　脳血管疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,111974,11847,9823,10039,9248,8940,8225,8349,8423,8424,9435,9140,10081
,男　Ｍ．,53576,5675,4717,4823,4460,4295,3938,3949,3976,3940,4557,4426,4820
,女　Ｆ．,58398,6172,5106,5216,4788,4645,4287,4400,4447,4484,4878,4714,5261
09301　　　くも膜下出血　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,12476,1258,1107,1096,971,1018,924,864,946,989,1135,1032,1136
,男　Ｍ．,4643,476,420,396,366,410,341,325,334,360,417,392,406
,女　Ｆ．,7833,782,687,700,605,608,583,539,612,629,718,640,730
09302　　　脳内出血　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,32113,3464,2804,2907,2635,2527,2308,2340,2370,2349,2745,2661,3003
,男　Ｍ．,17541,1895,1546,1633,1440,1347,1251,1258,1272,1260,1524,1478,1637
,女　Ｆ．,14572,1569,1258,1274,1195,1180,1057,1082,1098,1089,1221,1183,1366
09303　　　脳梗塞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,64524,6777,5611,5784,5422,5182,4804,4951,4888,4887,5317,5217,5684
,男　Ｍ．,30070,3120,2607,2674,2554,2439,2259,2270,2267,2244,2516,2450,2670
,女　Ｆ．,34454,3657,3004,3110,2868,2743,2545,2681,2621,2643,2801,2767,3014
09304　　　その他の脳血管疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2861,348,301,252,220,213,189,194,219,199,238,230,258
,男　Ｍ．,1322,184,144,120,100,99,87,96,103,76,100,106,107
,女　Ｆ．,1539,164,157,132,120,114,102,98,116,123,138,124,151
09400　　大動脈瘤及び解離　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,16887,1808,1530,1529,1354,1213,1155,1061,1139,1254,1531,1523,1790
,男　Ｍ．,8616,896,761,761,687,640,575,577,622,648,784,760,905
,女　Ｆ．,8271,912,769,768,667,573,580,484,517,606,747,763,885
09500　　その他の循環器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,7435,744,676,648,621,613,508,558,615,541,615,599,697
,男　Ｍ．,3418,332,286,284,299,272,220,262,271,262,307,284,339
,女　Ｆ．,4017,412,390,364,322,341,288,296,344,279,308,315,358
10000　呼吸器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,208407,24802,18949,18304,16972,16749,14715,15120,15416,15426,16727,16873,18354
,男　Ｍ．,118497,13879,10613,10422,9797,9529,8336,8571,8878,8772,9587,9609,10504
,女　Ｆ．,89910,10923,8336,7882,7175,7220,6379,6549,6538,6654,7140,7264,7850
10100　　インフルエンザ　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2262,1404,508,187,64,39,16,5,3,5,5,15,11
,男　Ｍ．,1068,656,236,89,36,19,10,4,-,3,1,8,6
,女　Ｆ．,1194,748,272,98,28,20,6,1,3,2,4,7,5
10200　　肺炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,120959,14618,11200,10669,9856,9799,8429,8562,8860,8850,9653,9769,10694
,男　Ｍ．,65611,7874,6000,5786,5390,5344,4519,4655,4815,4796,5270,5288,5874
,女　Ｆ．,55348,6744,5200,4883,4466,4455,3910,3907,4045,4054,4383,4481,4820
10300　　急性気管支炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,445,62,46,30,37,45,32,27,25,30,32,36,43
,男　Ｍ．,181,27,15,13,15,18,14,12,10,11,12,14,20
,女　Ｆ．,264,35,31,17,22,27,18,15,15,19,20,22,23
10400　　慢性閉塞性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,15756,1716,1346,1387,1255,1273,1161,1247,1254,1167,1297,1250,1403
,男　Ｍ．,12642,1384,1086,1081,1030,1007,957,1000,1002,948,1027,990,1130
,女　Ｆ．,3114,332,260,306,225,266,204,247,252,219,270,260,273
10500　　喘息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,1511,194,140,143,127,131,100,110,96,106,102,124,138
,男　Ｍ．,573,65,38,62,46,50,34,43,41,38,43,58,55
,女　Ｆ．,938,129,102,81,81,81,66,67,55,68,59,66,83
10600　　その他の呼吸器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,67474,6808,5709,5888,5633,5462,4977,5169,5178,5268,5638,5679,6065
,男　Ｍ．,38422,3873,3238,3391,3280,3091,2802,2857,3010,2976,3234,3251,3419
,女　Ｆ．,29052,2935,2471,2497,2353,2371,2175,2312,2168,2292,2404,2428,2646
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,48276,4904,4074,4276,4017,3846,3512,3560,3773,3794,4026,3897,4597
,男　Ｍ．,25337,2607,2125,2247,2104,2009,1830,1830,2007,2001,2139,2029,2409
,女　Ｆ．,22939,2297,1949,2029,1913,1837,1682,1730,1766,1793,1887,1868,2188
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2666,286,290,242,213,205,192,192,184,176,210,200,276
,男　Ｍ．,1511,171,158,135,125,118,113,98,104,100,112,117,160
,女　Ｆ．,1155,115,132,107,88,87,79,94,80,76,98,83,116
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,6919,647,592,585,540,556,531,545,563,534,592,585,649
,男　Ｍ．,3290,333,279,268,247,265,254,239,257,257,294,287,310
,女　Ｆ．,3629,314,313,317,293,291,277,306,306,277,298,298,339
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,15659,1600,1252,1445,1314,1259,1162,1138,1264,1252,1298,1198,1477
,男　Ｍ．,10016,1037,793,929,828,805,734,721,799,816,841,772,941
